GjaeRecId;LedgerDimension;GroupChartOfAccountsValue;Ledger;PostingLayer;SubledgerVoucher;CreatedBy;MainAccount;Text;JournalType;JournalTypeLabel;NumOfLines;CountLedgerJournal;TransactionCurrencyAmount;TransactionCurrencyCode;Activity
5749192082;5644324439;A10005;5637145326;0;BRC0027911;marta.tozzi;5637145480;TOUR SANTORO - 27 T;0;Daily;0;1;880000000;EUR;ACT13
5637334741;5637176289;A10005;5637145326;0;300000491;olivier.massonnat;5637145486;Cignific - inc. ft. 7/72;0;Daily;8708;2;3080520000;EUR;ACT13
5640095980;5637176289;A10005;5637145326;0;BRC0008005;marta.tozzi;5637145486;pag. F24 del 17/09/2018 Dip. Mese 08/18;0;Daily;0;1;-1030000;EUR;ACT13
5660057368;5637176284;A10005;5637145326;0;BRC0013040;marta.tozzi;5637145479;COMM. BANCARIE S.PAO;0;Daily;0;1;-700000;EUR;ACT13
5640991154;5637176307;A10005;5637145326;0;BRC0008719;marta.tozzi;5637145481;MPS - inc. ft. 2/678;0;Daily;0;1;36315330000;EUR;ACT13
5640476762;5637176284;A10005;5637145326;0;BRC0008451;marta.tozzi;5637145479;comm. bancarie S.PAO;0;Daily;0;4;-800000;EUR;ACT13
5637313156;5637176289;A10005;5637145326;0;4000009896;olivier.massonnat;5637145486;F24 DIP/COLL Luglio 2017;0;Daily;6007;2;-1030000;EUR;ACT13
5642116803;5637176289;A10005;5637145326;0;BRC0008880;marta.tozzi;5637145486;GE.A Vending - inc. ft. 2/799;0;Daily;0;1;4462310000;EUR;ACT13
5637344766;5637176284;A10005;5637145326;0;1500000578;olivier.massonnat;5637145479;BNP PARIBAS - pag. ft;0;Daily;9252;2;-177690000;EUR;ACT13
5637249849;5637176284;A10005;5637145326;0;300000069;olivier.massonnat;5637145479;INAIL - rimb infort. Pisani T.;0;Daily;7801;2;57200000;EUR;ACT13
5655833145;5637176289;A10005;5637145326;0;BRC0012198;marta.tozzi;5637145486;SERVIZI DOMESTIC & GENERAL - inc. ft. 2/994-995-996 e rit. acc.to;0;Daily;0;1;1,21498E+11;EUR;ACT13
5639455810;5637176289;A10005;5637145326;0;BRC7470;marta.tozzi;5637145486;F24 DIP E COLL;0;Daily;0;1;-116950000;EUR;ACT13
5640414633;5637176284;A10005;5637145326;0;BRC0008184;marta.tozzi;5637145479;comm. bancarie S.PAO;0;Daily;7;1;-800000;EUR;ACT13
5723285633;5644324459;A10005;5637145326;0;BRC0022749;marta.tozzi;5637145486;TP EMEA - INVOICE N. 2209124;0;Daily;0;1;-76575000000;EUR;ACT13
5717008048;5644324439;A10005;5637145326;0;BRC0021527;marta.tozzi;5637145480;TIRDI S. - PAG. FT. 7/2022 10/2022;0;Daily;0;1;1068800000;EUR;ACT13
5725517644;5644324445;A10005;5637145326;0;BRC0023248;marta.tozzi;5637145479;REGIONE PUGLIA - (EURO 1.976.532,47) 19.10.22 - 19.10.23;0;Daily;0;1;-12353320000;EUR;ACT13
5675778404;5644324459;A10005;5637145326;0;4000035669;marta.tozzi;5637145486;COMM. BANCARIE SOGE E.R.;0;Daily;0;1;3000000;EUR;ACT13
5749896765;5644324445;A10005;5637145326;0;BRC0028387;marta.tozzi;5637145479;GIROCONTO DA MPS A INTESA SANPAOLO;0;Daily;0;1;30000000000;EUR;ACT13
5744570347;5644324439;A10005;5637145326;0;BRC0026960;marta.tozzi;5637145480;BONIFICI INTERANZIONALI - TP SUPPORT- TP CRM;0;Daily;0;1;37144760000;EUR;ACT13
5638111068;5637176336;A10005;5637145326;0;PPV140004725;marta.tozzi;5637145480;pagamenti diversi - fornitore;0;Daily;6;6;-1,6532E+12;EUR;ACT13
5654840794;5637176336;A10005;5637145326;0;BRC0011909;marta.tozzi;5637145480;F24 DIP E COLL 09.2019;0;Daily;24;1;1030000;EUR;ACT13
5637335792;5637176289;A10005;5637145326;0;4000010798;olivier.massonnat;5637145486;F24 DIP/ COLL 08.2017;0;Daily;8708;2;-1030000;EUR;ACT13
5637251226;5637176289;A10005;5637145326;0;4000002265;olivier.massonnat;5637145486;commissioni bancarie SOGE;0;Daily;7801;2;-200000;EUR;ACT13
5637305822;5637176284;A10005;5637145326;0;4000008476;olivier.massonnat;5637145479;Reintegro Cassa RM;0;Daily;8088;2;-2000000000;EUR;ACT13
5639477535;5637176289;A10005;5637145326;0;BRC7567;marta.tozzi;5637145486;comm. bancarie SOGE;0;Daily;0;1;-400000;EUR;ACT13
5689377267;5644324459;A10005;5637145326;0;BRC0016827;marta.tozzi;5637145486;AMS - INVOICE N. IAL-001507+ INVOICE N. 11/B-2019+RESIDUO INVOICE N.IAL-000615-2019;0;Daily;0;1;-1,27593E+12;EUR;ACT13
5697884439;5644324459;A10005;5637145326;0;BRC0017850;marta.tozzi;5637145486;BASILE S. - PAG. FT. 00026 DEL 05.10.2021;0;Daily;0;1;-7481600000;EUR;ACT13
5679816327;5644324459;A10005;5637145326;0;BRC0015843;marta.tozzi;5637145486;AMEX - PRESENTAZIONE DEL 04.03.2021 FT 2000133-2000134-2000139-2000140;0;Daily;0;1;18557650000;EUR;ACT13
5717007902;5644324439;A10005;5637145326;0;BRC0021483;marta.tozzi;5637145480;INFINITY - PAG. FT. 618;0;Daily;0;1;9716450000;EUR;ACT13
5721199850;5644324459;A10005;5637145326;0;BRC0022251;marta.tozzi;5637145486;SERFACTORING - PAGAMENTO A CHIUSURA CONTO;0;Daily;0;1;500000000;EUR;ACT13
5739343379;5644324459;A10005;5637145326;0;BRC0025940;marta.tozzi;5637145486;G/C SALDO AL 23.03.2023;0;Daily;0;1;-26992370000;EUR;ACT13
5749191757;5644324459;A10005;5637145326;0;BRC0027840;marta.tozzi;5637145486;CDP - PAGAMENTO FORNITORI 28.06.2023;0;Daily;0;1;-72804560000;EUR;ACT13
5637313295;5637176289;A10005;5637145326;0;4000009957;olivier.massonnat;5637145486;g/c saldo al 30.08.2017;0;Daily;6007;2;-1102760000;EUR;ACT13
5638478430;5637176289;A10005;5637145326;0;BRC7015;marta.tozzi;5637145486;KLM- inc. ft. 7/31;0;Daily;0;1;3380000000;EUR;ACT13
5654606022;5637176284;A10005;5637145326;0;BRC0011832;marta.tozzi;5637145479;S.PAO - CANONE BANCOMAT 2019;0;Daily;0;1;-3000000;EUR;ACT13
5637249908;5637176289;A10005;5637145326;0;300000096;olivier.massonnat;5637145486;BARCLAYS BANK - inc. ft. 2/834;0;Daily;7801;2;61974020000;EUR;ACT13
5637276059;5637176289;A10005;5637145326;0;300000262;olivier.massonnat;5637145486;EDITALIA - inc. ft. 2/42-105;0;Daily;20235;2;16817700000;EUR;ACT13
5655830936;5637176289;A10005;5637145326;0;BRC0012212;marta.tozzi;5637145486;F24 DIP E COLLABORATORI 10.19;0;Daily;0;1;-18452370000;EUR;ACT13
5651236800;5637176289;A10005;5637145326;0;BRC0010888;marta.tozzi;5637145486;F24 DIPE  E COLL 06.2019;0;Daily;0;1;-28814850000;EUR;ACT13
5637547530;5637176289;A10005;5637145326;0;BRC6331;marta.tozzi;5637145486;comm. bancarie SOGE;0;Daily;0;1;-2900000;EUR;ACT13
5644834076;5637176289;A10005;5637145326;0;BRC0009785;marta.tozzi;5637145486;g/c saldo al 19.03.2019;0;Daily;0;1;1,17078E+12;EUR;ACT13
5652136297;5637176289;A10005;5637145326;0;BRC0011167;marta.tozzi;5637145486;AMEX - presentazione del 05.08.2019;0;Daily;0;1;1,50455E+11;EUR;ACT13
5637297599;5637176289;A10005;5637145326;0;4000007389;olivier.massonnat;5637145486;g/c saldo al 28.06.2017;0;Daily;7931;2;-65017780000;EUR;ACT13
5695845894;5644324439;A10005;5637145326;0;BRC0017736;marta.tozzi;5637145480;AMAZON BUSINESS - Vend.payment: 27/10/2021,6db8ed1f-6508-45ef-a,90SG003847;0;Daily;0;1;514670000;EUR;ACT13
5746984519;5644324459;A10005;5637145326;0;BRC0027613;marta.tozzi;5637145486;MARCOZZI A. - NOTA SPESE;0;Daily;0;1;-671700000;EUR;ACT13
5713683459;5644324459;A10005;5637145326;0;BRC0020674;marta.tozzi;5637145486;COMM. BANCARIE SOGE;0;Daily;0;1;-100000;EUR;ACT13
5679816246;5644324445;A10005;5637145326;0;BRC0015793;marta.tozzi;5637145479;COMM. BANCARIE S.PAO;0;Daily;8;1;-800000;EUR;ACT13
5705807168;5644324445;A10005;5637145326;0;BRC0019463;marta.tozzi;5637145479;LEASYS - PAG. FT. 0000202210006391;0;Daily;0;1;-4003480000;EUR;ACT13
5741957742;5644324439;A10005;5637145326;0;BRC0026421;marta.tozzi;5637145480;BERSIGOTTI M. - NOTA SPESE;0;Daily;0;1;55800000;EUR;ACT13
5679816255;5644324445;A10005;5637145326;0;BRC0015797;marta.tozzi;5637145479;COMM. BANCARIE S.PAO;0;Daily;2;1;-800000;EUR;ACT13
5661217721;5637176289;A10005;5637145326;0;BRC0013243;marta.tozzi;5637145486;COMM. BANCARIE SOGE;0;Daily;0;1;-1300000;EUR;ACT13
5651148263;5637176289;A10005;5637145326;0;BRC0010759;marta.tozzi;5637145486;pagamenti diversi - fornitore;0;Daily;0;1;-1,20636E+11;EUR;ACT13
5664828823;5637176307;A10005;5637145326;0;BRC0013872;marta.tozzi;5637145481;BANCA MPS - INC. FT. 2/281;0;Daily;0;1;512400000;EUR;ACT13
5637237589;5637176289;A10005;5637145326;0;4000000538;olivier.massonnat;5637145486;comm. bancarie SOGE;0;Daily;12149;2;-200000;EUR;ACT13
5642143197;5637176289;A10005;5637145326;0;BRC0008978;marta.tozzi;5637145486;F24 DIP E COLL;0;Daily;0;1;-1030000;EUR;ACT13
5642344228;5637176289;A10005;5637145326;0;BRC0009065;marta.tozzi;5637145486;F24 ACCONTO IVA 12/18;0;Daily;0;1;-1,56965E+11;EUR;ACT13
5637707749;5637176289;A10005;5637145326;0;BRC6659;marta.tozzi;5637145486;F24 DIP E COLL 03-2018;0;Daily;0;1;-34700000;EUR;ACT13
5637346046;5637176289;A10005;5637145326;0;4000012315;olivier.massonnat;5637145486;F24 - DIP E COLL Settembre 2017;0;Daily;9252;2;-1030000;EUR;ACT13
5637236054;5637176284;A10005;5637145326;0;4000000047;olivier.massonnat;5637145479;SPESE IMP.FIRMA /NG/03063-8200-00587826/DG/2013121;0;Daily;12149;2;-3000000;EUR;ACT13
5676417315;5644324459;A10005;5637145326;0;BRC0015505;marta.tozzi;5637145486;COMM. BANCARIE SOGE;0;Daily;0;1;-3000000;EUR;ACT13
5645559625;5637176289;A10005;5637145326;0;BRC0009897;marta.tozzi;5637145486;g/c saldo al 02.04.2019;0;Daily;0;1;-1,09566E+12;EUR;ACT13
5645654190;5637176284;A10005;5637145326;0;BRC0009972;marta.tozzi;5637145479;comm. bancarie S.PAO;0;Daily;0;1;-2000000;EUR;ACT13
5637257901;5637176289;A10005;5637145326;0;1500000140;olivier.massonnat;5637145486;ACCORDO TRANSATTIVO;0;Daily;7755;2;-54932500000;EUR;ACT13
5642964304;5637176284;A10005;5637145326;0;BRC0009222;marta.tozzi;5637145479;BNP PARIBAS - pag. ft.;0;Daily;0;1;-241350000;EUR;ACT13
5639100401;5637176289;A10005;5637145326;0;PPV140005136;marta.tozzi;5637145486;F24 DIP - COLL 05-2018;0;Daily;0;2;-42080000;EUR;ACT13
5653636263;5637176289;A10005;5637145326;0;BRC0011583;marta.tozzi;5637145486;f24 DIP E COLLABORATORI 08.2019;0;Daily;0;1;-1030000;EUR;ACT13
5637547482;5637176289;A10005;5637145326;0;BRC6306;marta.tozzi;5637145486;F24 - DIP E COLL 02.2018;0;Daily;0;1;-1030000;EUR;ACT13
5640043738;5637176289;A10005;5637145326;0;BRC7910;marta.tozzi;5637145486;pagamenti diversi - fornitore;0;Daily;0;1;-2,2644E+12;EUR;ACT13
5640840514;5637176289;A10005;5637145326;0;BRC0008556;marta.tozzi;5637145486;SOLINAS F.- stipendio;0;Daily;0;1;45110000;EUR;ACT13
5637729582;5637176289;A10005;5637145326;0;BRC6779;marta.tozzi;5637145486;SISAL ENTERTAINMENT - inc. ft 2/28;0;Daily;8;1;17578500000;EUR;ACT13
5638253528;5637176289;A10005;5637145326;0;BRC6980;marta.tozzi;5637145486;DOMESTIC & GENERAL - inc. ft.2/320-321-322-323 rit. Acc.to;0;Daily;0;1;1,08731E+11;EUR;ACT13
5661091362;5637176289;A10005;5637145326;0;BRC0013138;marta.tozzi;5637145486;COMM. BANCARIE SOGE;0;Daily;0;1;-148900000;EUR;ACT13
5664795157;5637176284;A10005;5637145326;0;BRC0013806;marta.tozzi;5637145479;CANONE CARTA DI DEBITO;0;Daily;0;1;-3000000;EUR;ACT13
5639029520;5637176336;A10005;5637145326;0;BRC7153;marta.tozzi;5637145480;pagamenti diversi - anticipi trasferta;0;Daily;0;1;685040000;EUR;ACT13
5652377419;5637176289;A10005;5637145326;0;BRC0011254;marta.tozzi;5637145486;F24 DIP E COLL 07.2019;0;Daily;0;1;-1030000;EUR;ACT13
5682048058;5644324459;A10005;5637145326;0;BRC0016225;marta.tozzi;5637145486;NATIXIS - PRESENTAZIONE DEL 29.04.2021;0;Daily;0;1;3,60917E+12;EUR;ACT13
5690833881;5644324445;A10005;5637145326;0;BRC0016958;marta.tozzi;5637145479;LEASEPLAN - PAG. FT. 21678168-21384341-21679378;0;Daily;0;1;-8013710000;EUR;ACT13
5664795092;5637176284;A10005;5637145326;0;BRC0013797;marta.tozzi;5637145479;LEASYS - PAG. FT.0000202010321304-0000202010264747-0000202010321305;0;Daily;0;1;-10658230000;EUR;ACT13
5667777025;5637176289;A10005;5637145326;0;BRC0014388;marta.tozzi;5637145486;G/C SALDO AL 21.08.2020;0;Daily;0;1;-32375700000;EUR;ACT13
5637305891;5637176289;A10005;5637145326;0;4000008509;olivier.massonnat;5637145486;commissioni bancarie SOGE;0;Daily;8088;2;-31200000;EUR;ACT13
5640868629;5637176336;A10005;5637145326;0;BRC0008632;marta.tozzi;5637145480;F24 DIP E COLL;0;Daily;0;1;1030000;EUR;ACT13
5651148146;5637176289;A10005;5637145326;0;BRC0010754;marta.tozzi;5637145486;CERVED CREDIT - inc. ft. 2/284;0;Daily;4;1;61881600000;EUR;ACT13
5639477533;5637176289;A10005;5637145326;0;BRC7566;marta.tozzi;5637145486;PAGAMENTI DIVERSI - fornitori;0;Daily;0;1;-2079050000;EUR;ACT13
5638125801;5637176289;A10005;5637145326;0;BRC6929;marta.tozzi;5637145486;F24 DIP. E COLL. 04-2018;0;Daily;0;1;-4456580000;EUR;ACT13
5639162212;5637176336;A10005;5637145326;0;BRC7192;marta.tozzi;5637145480;PRESTITI SU DELEGA - pagamento quote 05-2018 e comm. banc.;0;Daily;0;1;309500000;EUR;ACT13
5642269647;5637176336;A10005;5637145326;0;BRC0009038;marta.tozzi;5637145480;CAPANNOLO F.- preavviso ft. 05/2018;0;Daily;0;2;-2082000000;EUR;ACT13
5640414357;5637176307;A10005;5637145326;0;BRC0008155;marta.tozzi;5637145481;ADESIONE MEMBERSHIP REWARDS e comm. bancarie MPS;0;Daily;0;1;-690500000;EUR;ACT13
5653106383;5637176289;A10005;5637145326;0;BRC0011421;marta.tozzi;5637145486;comm. bancarie SOGE;0;Daily;0;1;-184400000;EUR;ACT13
5663509644;5637176289;A10005;5637145326;0;BRC0013654;marta.tozzi;5637145486;ARCELORMITTAL - INC. FT. 2/1007-1165;0;Daily;0;1;1,36755E+11;EUR;ACT13
5653535935;5637176289;A10005;5637145326;0;BRC0011477;marta.tozzi;5637145486;ELMEC -  ft. 1/29571 del 24.07.2019;0;Daily;0;1;544800000;EUR;ACT13
5642312461;5637176289;A10005;5637145326;0;BRC0009045;marta.tozzi;5637145486;MEDIOCREDITO - S.E.N FT. 2/756;0;Daily;7;1;3,04792E+11;EUR;ACT13
5657364384;5637176289;A10005;5637145326;0;BRC0012678;marta.tozzi;5637145486;G/C SALDO AL 31.12.2019;0;Daily;1;1;1,12042E+12;EUR;ACT13
5637602727;5637176284;A10005;5637145326;0;BRC6533;marta.tozzi;5637145479;BNP - pag. ft.;0;Daily;0;1;-316590000;EUR;ACT13
5652099795;5637176289;A10005;5637145326;0;BRC0011130;marta.tozzi;5637145486;TP PORTUGAL - inc. ft. 7/47;0;Daily;0;1;1644940000;EUR;ACT13
5725455275;5644324459;A10005;5637145326;0;BRC0023108;marta.tozzi;5637145486;TP STIPENDI;0;Daily;0;1;-1,39617E+12;EUR;ACT13
5707704823;5644324439;A10005;5637145326;0;BRC0019741;marta.tozzi;5637145480;BILANCIONI G. - NOTA SPESE;0;Daily;0;1;416100000;EUR;ACT13
5743762374;5644324459;A10005;5637145326;0;BRC0026594;marta.tozzi;5637145486;ETICA LAVORO - INC. FT. 2000029-2023;0;Daily;0;1;1027240000;EUR;ACT13
5702651639;5644324459;A10005;5637145326;0;BRC0018833;marta.tozzi;5637145486;COMM. BANCARIE SOGE;0;Daily;0;1;-100000;EUR;ACT13
5724378055;5644324459;A10005;5637145326;0;BRC0022846;marta.tozzi;5637145486;SILVIO TIRDI -FT. N. 19 2022;0;Daily;0;1;-534400000;EUR;ACT13
5676413350;5644324445;A10005;5637145326;0;BRC0015360;marta.tozzi;5637145479;COMM. BANCARIE S.PAO;0;Daily;0;1;-800000;EUR;ACT13
5653577638;5637176289;A10005;5637145326;0;BRC0011499;marta.tozzi;5637145486;LOTTO HOLDING - inc. ft. 2/419;0;Daily;0;1;19494720000;EUR;ACT13
5651239094;5637176289;A10005;5637145326;0;BRC0010954;marta.tozzi;5637145486;COMPENSI TP;0;Daily;0;1;-2,22829E+11;EUR;ACT13
5637356163;5637176289;A10005;5637145326;0;4000014267;olivier.massonnat;5637145486;g/c saldo al 22.11.2017;0;Daily;10391;2;59067080000;EUR;ACT13
5637257937;5637176284;A10005;5637145326;0;1500000154;olivier.massonnat;5637145479;TISCALI ITALIA - canone  04/17-05/17;0;Daily;7755;2;-60890000;EUR;ACT13
5654753447;5637176289;A10005;5637145326;0;BRC0011862;marta.tozzi;5637145486;comm. bancarie SOGE;0;Daily;0;1;-1100000;EUR;ACT13
5639100448;5637176336;A10005;5637145326;0;PPV140005159;marta.tozzi;5637145480;F24 DIP - COLL 05-2018;0;Daily;0;2;19220000;EUR;ACT13
5666205301;5637176284;A10005;5637145326;0;BRC0014045;marta.tozzi;5637145479;BNP PARIBAS - PAG. FT.;0;Daily;0;1;-177690000;EUR;ACT13
5637244524;5637176284;A10005;5637145326;0;8100000258;olivier.massonnat;5637145479;Saldo apertura 02/01/17;0;Daily;12149;2;-9,40727E+12;EUR;ACT13
5651148098;5637176289;A10005;5637145326;0;BRC0010731;marta.tozzi;5637145486;comm. bancarie SOGE;0;Daily;0;1;-250000;EUR;ACT13
5638113220;5637176289;A10005;5637145326;0;BRC6841;marta.tozzi;5637145486;comm. bancarie SOGE;0;Daily;0;1;-500000;EUR;ACT13
5651168358;5637176284;A10005;5637145326;0;BRC0010808;marta.tozzi;5637145479;comm. Bancarie S.PAO;0;Daily;0;1;-800000;EUR;ACT13
5664795226;5637176289;A10005;5637145326;0;BRC0013840;marta.tozzi;5637145486;CEVA INC. FT. 2000157-2020;0;Daily;0;1;40225720000;EUR;ACT13
5666205456;5637176289;A10005;5637145326;0;BRC0014109;marta.tozzi;5637145486;COMM. BANCARIE SOGE;0;Daily;8;1;-17000000;EUR;ACT13
5667786131;5637176289;A10005;5637145326;0;BRC0014391;marta.tozzi;5637145486;G/C SALDO AL 26.08.2020;0;Daily;7;1;1,91433E+12;EUR;ACT13
5644952322;5637176289;A10005;5637145326;0;BRC0009839;marta.tozzi;5637145486;g/c saldo al 27.03.219;0;Daily;0;1;-6,85315E+11;EUR;ACT13
5640090252;5637176289;A10005;5637145326;0;BRC7958;marta.tozzi;5637145486;LEASEPLAN - inc. ft. 2/431;0;Daily;0;1;32691160000;EUR;ACT13
5640524690;5637176336;A10005;5637145326;0;4000020903;marta.tozzi;5637145480;pagamenti diversi - fornitore;0;Daily;4;4;-8711900000;EUR;ACT13
5639720904;5637176336;A10005;5637145326;0;BRC7773;marta.tozzi;5637145480;pag. F24 del 20/08/2018 Dip. Mese 07/18;0;Daily;0;1;1030000;EUR;ACT13
5654840936;5637176336;A10005;5637145326;0;BRC0011968;marta.tozzi;5637145480;F24 DIP E COLL 09.2019;0;Daily;0;1;1030000;EUR;ACT13
5658487038;5637176336;A10005;5637145326;0;BRC0012788;marta.tozzi;5637145480;FONDI DIRIGENTI - FASDAC PASTORE NEGRI;0;Daily;6;1;35042520000;EUR;ACT13
5658487024;5637176336;A10005;5637145326;0;BRC0012781;marta.tozzi;5637145480;PAGAMENTI DIVERSI - FORNITORI;0;Daily;0;1;2,09827E+11;EUR;ACT13
5662595386;5637176336;A10005;5637145326;0;BRC0013542;marta.tozzi;5637145480;PAGAMENTI DIVERSI - FORNITORE;0;Daily;0;3;-6423300000;EUR;ACT13
5681525400;5644324459;A10005;5637145326;0;BRC0016104;marta.tozzi;5637145486;NEGRI - PASTORE - FASDAC - I TRIMESTRE 2021;0;Daily;11;1;-20264530000;EUR;ACT13
5725016471;5644324459;A10005;5637145326;0;BRC0022974;marta.tozzi;5637145486;NWG SPA - INC. FT. 2/745-746;0;Daily;0;1;66401090000;EUR;ACT13
5678347822;5644324459;A10005;5637145326;0;BRC0015700;marta.tozzi;5637145486;ACI GLOBAL - INC. FT. 2000860 2020;0;Daily;0;1;1,19942E+11;EUR;ACT13
5686911928;5644324459;A10005;5637145326;0;BRC0016516;marta.tozzi;5637145486;NOTE SPESE 06.2021;0;Daily;0;1;-287370000;EUR;ACT13
5686893096;5644324445;A10005;5637145326;0;BRC0016495;marta.tozzi;5637145479;COMM. BANCARIE S.PAO;0;Daily;0;1;-16000000;EUR;ACT13
